סמל_ישוב,שם_ישוב,שם_ישוב_לועזי,סמל_נפה,שם_נפה,סמל_לשכת_מנא,לשכה,סמל_מועצה_איזורית,שם_מועצה
1285 ,כרכום ,KARKOM ,22 ,כנרת ,21 ,צפת ,55 ,מבואות החרמון
1374 ,כרמי קטיף ,KARME QATIF ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש
1264 ,כרמי יוסף ,KARME YOSEF ,43 ,רמלה ,43 ,רמלה ,30 ,גזר
3766 ,כרמי צור ,KARME ZUR ,77 ,חברון ,11 ,ירושלים ,76 ,גוש עציון
3656 ,כרמל ,KARMEL ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון
1139 ,כרמיאל ,KARMI'EL ,24 ,עכו ,20 ,כרמיאל ,0 ,
768 ,כרמיה ,KARMIYYA ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון
3895 ,קדם ערבה ,KEDEM ARAVA ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח
3638 ,כפר אדומים ,KEFAR ADUMMIM ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין
690 ,כפר אחים ,KEFAR AHIM ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה
857 ,כפר אביב ,KEFAR AVIV ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות
875 ,כפר עבודה ,KEFAR AVODA ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון
845 ,כפר עזה ,KEFAR AZZA ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב
132 ,כפר ברוך ,KEFAR BARUKH ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל
220 ,כפר ביאליק ,KEFAR BIALIK ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון
177 ,כפר ביל"ו ,KEFAR BILU ,44 ,רחובות ,44 ,רחובות ,30 ,גזר
2010 ,כפר בן נון ,KEFAR BIN NUN ,43 ,רמלה ,43 ,רמלה ,30 ,גזר
357 ,כפר בלום ,KEFAR BLUM ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון
707 ,כפר דניאל ,KEFAR DANIYYEL ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין
3488 ,כפר עציון ,KEFAR EZYON ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון
427 ,כפר גלים ,KEFAR GALLIM ,31 ,חיפה ,31 ,חיפה ,15 ,חוף הכרמל
106 ,כפר גדעון ,KEFAR GID'ON ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל
76 ,כפר גלעדי ,KEFAR GIL'ADI ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון
310 ,כפר גליקסון ,KEFAR GLIKSON ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה
696 ,כפר חב"ד ,KEFAR HABAD ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן
192 ,כפר החורש ,KEFAR HAHORESH ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל
254 ,כפר המכבי ,KEFAR HAMAKKABI ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון
582 ,כפר הנגיד ,KEFAR HANAGID ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה
1297 ,כפר חנניה ,KEFAR HANANYA ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל
443 ,כפר הנשיא ,KEFAR HANASI ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון
890 ,כפר הנוער הדתי ,KEFAR HANO'AR HADATI ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון
3796 ,כפר האורנים ,KEFAR HAORANIM ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין
888 ,כפר הרי"ף ,KEFAR HARIF ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב
217 ,כפר הרא"ה ,KEFAR HARO'E ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר
4004 ,כפר חרוב ,KEFAR HARUV ,29 ,גולן ,22 ,טבריה ,71 ,גולן
112 ,כפר חסידים א' ,KEFAR HASIDIM ALEF ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון
889 ,כפר חסידים ב' ,KEFAR HASIDIM BET ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון
193 ,כפר חיים ,KEFAR HAYYIM ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר
187 ,כפר הס ,KEFAR HESS ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון
255 ,כפר חיטים ,KEFAR HITTIM ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון
609 ,כפר חושן ,KEFAR HOSHEN ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל
388 ,כפר קיש ,KEFAR KISH ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון
98 ,כפר מל"ל ,KEFAR MALAL ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון
297 ,כפר מסריק ,KEFAR MASARYK ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר
1095 ,כפר מימון ,KEFAR MAYMON ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב
274 ,כפר מנחם ,KEFAR MENAHEM ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב
387 ,כפר מונש ,KEFAR MONASH ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר
764 ,כפר מרדכי ,KEFAR MORDEKHAY ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות
316 ,כפר נטר ,KEFAR NETTER ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון
189 ,כפר פינס ,KEFAR PINES ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה
579 ,כפר ראש הנקרה ,KEFAR ROSH HANIQRA ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר
1130 ,כפר רוזנואלד (זרעית) ,KEFAR ROZENWALD(ZAR. ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף
295 ,כפר רופין ,KEFAR RUPPIN ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות
1166 ,כפר רות ,KEFAR RUT ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין
6900 ,כפר סבא ,KEFAR SAVA ,42 ,פתח תקווה ,47 ,כפר סבא ,0 ,
605 ,כפר שמאי ,KEFAR SHAMMAY ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל
267 ,כפר שמריהו ,KEFAR SHEMARYAHU ,51 ,תל אביב ,57 ,הרצליה ,0 ,
743 ,כפר שמואל ,KEFAR SHEMU'EL ,43 ,רמלה ,43 ,רמלה ,30 ,גזר
107 ,כפר סילבר ,KEFAR SILVER ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון
249 ,כפר סירקין ,KEFAR SIRKIN ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון
345 ,כפר סאלד ,KEFAR SZOLD ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון
3572 ,כפר תפוח ,KEFAR TAPPUAH ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון
47 ,כפר תבור ,KEFAR TAVOR ,22 ,כנרת ,22 ,טבריה ,0 ,
673 ,כפר טרומן ,KEFAR TRUMAN ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין
364 ,כפר אוריה ,KEFAR URIYYA ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה
190 ,כפר ויתקין ,KEFAR VITKIN ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר
320 ,כפר ורבורג ,KEFAR WARBURG ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה
1263 ,כפר ורדים ,KEFAR WERADIM ,24 ,עכו ,24 ,עכו ,0 ,
170 ,כפר יעבץ ,KEFAR YA'BEZ ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון
85 ,כפר יחזקאל ,KEFAR YEHEZQEL ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע
140 ,כפר יהושע ,KEFAR YEHOSHUA ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל
168 ,כפר יונה ,KEFAR YONA ,41 ,השרון ,41 ,נתניה ,0 ,
786 ,כפר זיתים ,KEFAR ZETIM ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון
1325 ,כפר זוהרים ,KEFAR ZOHARIM ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה
1183 ,כליל ,KELIL ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר
1291 ,כמהין ,KEMEHIN ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב
1198 ,כרמים ,KERAMIM ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון
88 ,כרם בן שמן ,KEREM BEN SHEMEN ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין
664 ,כרם בן זמרה ,KEREM BEN ZIMRA ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל
1094 ,כרם ביבנה (ישיבה) ,KEREM BEYAVNE ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה
580 ,כרם מהר"ל ,KEREM MAHARAL ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל
3889 ,כרם רעים ,KEREM RE'IM ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין
1085 ,כרם שלום ,KEREM SHALOM ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול
859 ,כסלון ,KESALON ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה
986 ,ח'ואלד (שבט) ,KHAWALED ,25 ,נצרת ,31 ,חיפה ,12 ,זבולון
1321 ,ח'ואלד ,KHAWALED ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון
63 ,כנרת (מושבה) ,KINNERET(MOSHAVA) ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן
57 ,כנרת (קבוצה) ,KINNERET(QEVUZA) ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן
1153 ,כישור ,KISHOR ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב
1296 ,כסרא-סמיע ,KISRA-SUMEI ,24 ,עכו ,24 ,עכו ,0 ,
840 ,כיסופים ,KISSUFIM ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול
1224 ,כוכב יאיר-צור יגאל ,KOCHAV YAIR TSUR YI ,42 ,פתח תקווה ,47 ,כפר סבא ,0 ,
1367 ,כחלה ,KOCHLEA ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום
3564 ,כוכב השחר ,KOKHAV HASHAHAR ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין
824 ,כוכב מיכאל ,KOKHAV MIKHA'EL ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון
3779 ,כוכב יעקב ,KOKHAV YA'AQOV ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין
1252 ,כורזים ,KORAZIM ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון
1059 ,כסיפה ,KUSEIFE ,62 ,באר שבע ,62 ,באר שבע ,0 ,
2023 ,להב ,LAHAV ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון
380 ,להבות הבשן ,LAHAVOT HABASHAN ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון
715 ,להבות חביבה ,LAHAVOT HAVIVA ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה
24 ,לכיש ,LAKHISH ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש
1310 ,לפיד ,LAPPID ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין
1173 ,לפידות ,LAPPIDOT ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף
1060 ,לקיה ,LAQYE ,62 ,באר שבע ,62 ,באר שבע ,0 ,
585 ,לביא ,LAVI ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון
1207 ,לבון ,LAVON ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב
1271 ,להבים ,LEHAVIM ,62 ,באר שבע ,62 ,באר שבע ,0 ,
3901 ,לח"י ,LEHI ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון
3892 ,לשם ,LESHEM ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון
1114 ,שריגים (לי-און) ,LI-ON ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה
674 ,לימן ,LIMAN ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר
1230 ,לבנים ,LIVNIM ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל
7000 ,לוד ,LOD ,43 ,רמלה ,43 ,רמלה ,0 ,
595 ,לוחמי הגיטאות ,LOHAME HAGETA'OT ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר
1255 ,לוטן ,LOTAN ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות
1171 ,לוטם ,LOTEM ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב
52 ,לוזית ,LUZIT ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה
678 ,מעגן ,MA'AGAN ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן
694 ,מעגן מיכאל ,MA'AGAN MIKHA'EL ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל
3616 ,מעלה אדומים ,MA'ALE ADUMMIM ,76 ,בית לחם ,11 ,ירושלים ,0 ,
3653 ,מעלה עמוס ,MA'ALE AMOS ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון
3608 ,מעלה אפרים ,MA'ALE EFRAYIM ,75 ,ירדן )יריחו( ,23 ,עפולה ,0 ,
4008 ,מעלה גמלא ,MA'ALE GAMLA ,29 ,גולן ,22 ,טבריה ,71 ,גולן
1127 ,מעלה גלבוע ,MA'ALE GILBOA ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות
286 ,מעלה החמישה ,MA'ALE HAHAMISHA ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה
1327 ,מעלה עירון ,MA'ALE IRON ,32 ,חדרה ,23 ,עפולה ,0 ,
3752 ,מעלה לבונה ,MA'ALE LEVONA ,74 ,ראמאללה ,48 ,אריאל ,73 ,מטה בנימין
3651 ,מעלה מכמש ,MA'ALE MIKHMAS ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין
1063 ,מעלות-תרשיחא ,MA'ALOT-TARSHIHA ,24 ,עכו ,24 ,עכו ,0 ,
344 ,מענית ,MA'ANIT ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה
230 ,מעש ,MA'AS ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון
197 ,מעברות ,MA'BAROT ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר
1082 ,מעגלים ,MA'GALIM ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב
3657 ,מעון ,MA'ON ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון
2055 ,מאור ,MA'OR ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה
3879 ,מעוז ,MA'OZ ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון
272 ,מעוז חיים ,MA'OZ HAYYIM ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות
416 ,מעין ברוך ,MA'YAN BARUKH ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון
290 ,מעין צבי ,MA'YAN ZEVI ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל
1080 ,מבועים ,MABBU'IM ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים
695 ,מגן ,MAGEN ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול
1155 ,מגן שאול ,MAGEN SHA'UL ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע
375 ,מגל ,MAGGAL ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה
722 ,מגשימים ,MAGSHIMIM ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון
308 ,מחניים ,MAHANAYIM ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון
1262 ,צוקים ,MAHANE BILDAD ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה
1411 ,מחנה הילה ,MAHANE HILLA ,44 ,רחובות ,46 ,ראשון לציון ,27 ,גן רווה
1414 ,מחנה מרים ,MAHANE MIRYAM ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה
1418 ,מחנה טלי ,MAHANE TALI ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב
1412 ,מחנה תל נוף ,MAHANE TEL NOF ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר
1415 ,מחנה יפה ,MAHANE YAFA ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים
1196 ,מחנה יתיר ,MAHANE YATTIR ,62 ,באר שבע ,62 ,באר שבע ,0 ,
1413 ,מחנה יהודית ,MAHANE YEHUDIT ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל
1416 ,מחנה יוכבד ,MAHANE YOKHVED ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות
776 ,מחסיה ,MAHSEYA ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה
516 ,מג'ד אל-כרום ,MAJD AL-KURUM ,24 ,עכו ,24 ,עכו ,0 ,
4201 ,מג'דל שמס ,MAJDAL SHAMS ,29 ,גולן ,21 ,צפת ,0 ,
1343 ,מכחול ,MAKCHUL ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום
596 ,מלכיה ,MALKIYYA ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון
1174 ,מנוף ,MANOF ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב
1205 ,מנות ,MANOT ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף
994 ,מנשית זבדה ,MANSHIYYET ZABDA ,25 ,נצרת ,23 ,עפולה ,9 ,עמק יזרעאל
843 ,מרגליות ,MARGALIYYOT ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון
4203 ,מסעדה ,MAS'ADE ,29 ,גולן ,21 ,צפת ,0 ,
939 ,מסעודין אל-עזאזמה ,MAS'UDIN AL-'AZAZME ,62 ,באר שבע ,62 ,באר שבע ,0 ,
421 ,משאבי שדה ,MASH'ABBE SADE ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב
791 ,משען ,MASH'EN ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון
3785 ,משכיות ,MASKIYYOT ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן
748 ,מסלול ,MASLUL ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים
1258 ,מסד ,MASSAD ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון
263 ,מסדה ,MASSADA ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן
3605 ,משואה ,MASSU'A ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן
620 ,משואות יצחק ,MASSUOT YIZHAQ ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר
822 ,מטע ,MATTA ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה
1315 ,מתן ,MATTAN ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון
1184 ,מתת ,MATTAT ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף
3648 ,מתתיהו ,MATTITYAHU ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין
573 ,מבקיעים ,MAVQI'IM ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון
28 ,מזכרת בתיה ,MAZKERET BATYA ,44 ,רחובות ,44 ,רחובות ,0 ,
757 ,מצליח ,MAZLIAH ,43 ,רמלה ,43 ,רמלה ,30 ,גזר
606 ,מזור ,MAZOR ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין
517 ,מזרעה ,MAZRA'A ,24 ,עכו ,24 ,עכו ,0 ,
325 ,מצובה ,MAZZUVA ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר
1128 ,מי עמי ,ME AMMI ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה
102 ,מאיר שפיה ,ME'IR SHEFEYA ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל
570 ,מעונה ,ME'ONA ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף
668 ,מפלסים ,MEFALLESIM ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב
689 ,מגדים ,MEGADIM ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל
586 ,מגידו ,MEGIDDO ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו
3599 ,מחולה ,MEHOLA ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן
649 ,מייסר ,MEISER ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה
3614 ,מכורה ,MEKHORA ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן
164 ,מלאה ,MELE'A ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע
2044 ,מלילות ,MELILOT ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב
48 ,מנחמיה ,MENAHEMYA ,22 ,כנרת ,22 ,טבריה ,7 ,עמק המעיינות
347 ,מנרה ,MENNARA ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון
2030 ,מנוחה ,MENUHA ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש
1282 ,מירב ,MERAV ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות
1340 ,מרחב עם ,MERHAV AM ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב
97 ,מרחביה (מושב) ,MERHAVYA(MOSHAV) ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל
66 ,מרחביה (קיבוץ) ,MERHAVYA(QIBBUZ) ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל
1098 ,מרכז שפירא ,MERKAZ SHAPPIRA ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר
4101 ,מרום גולן ,MEROM GOLAN ,29 ,גולן ,21 ,צפת ,71 ,גולן
607 ,מירון ,MERON ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל
731 ,מישר ,MESHAR ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות
520 ,משהד ,MESHHED ,25 ,נצרת ,25 ,נוף הגליל ,0 ,
742 ,מסילת ציון ,MESILLAT ZIYYON ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה
298 ,מסילות ,MESILLOT ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות
1154 ,מיטל ,METAL ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות
1268 ,מיתר ,METAR ,62 ,באר שבע ,62 ,באר שבע ,0 ,
2054 ,מיטב ,METAV ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע
3903 ,מצוקי ארץ ,METSUKE ERETS ,75 ,ירדן )יריחו( ,11 ,ירושלים ,73 ,מטה בנימין
43 ,מטולה ,METULA ,21 ,צפת ,21 ,צפת ,0 ,
1015 ,מבשרת ציון ,MEVASSERET ZIYYON ,11 ,ירושלים ,11 ,ירושלים ,0 ,
771 ,מבוא ביתר ,MEVO BETAR ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה
3569 ,מבוא דותן ,MEVO DOTAN ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון
4204 ,מבוא חמה ,MEVO HAMMA ,29 ,גולן ,22 ,טבריה ,71 ,גולן
3709 ,מבוא חורון ,MEVO HORON ,74 ,ראמאללה ,43 ,רמלה ,73 ,מטה בנימין
1141 ,מבוא מודיעים ,MEVO MODI'IM ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין
1318 ,מבואות ים ,MEVO'OT YAM ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר
3825 ,מבואות יריחו ,MEVO'OT YERIHO ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן
4019 ,מיצר ,MEZAR ,29 ,גולן ,22 ,טבריה ,71 ,גולן
648 ,מצר ,MEZER ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה
518 ,מעיליא ,MI'ELYA ,24 ,עכו ,24 ,עכו ,0 ,
2029 ,מדרך עוז ,MIDRAKH OZ ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו
1140 ,מדרשת בן גוריון ,MIDRESHET BEN GURION ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב
897 ,מדרשת רופין ,MIDRESHET RUPPIN ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר
65 ,מגדל ,MIGDAL ,22 ,כנרת ,22 ,טבריה ,0 ,
874 ,מגדל העמק ,MIGDAL HAEMEQ ,23 ,עפולה ,23 ,עפולה ,0 ,
3561 ,מגדל עוז ,MIGDAL OZ ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון
3751 ,מגדלים ,MIGDALIM ,72 ,שכם ,48 ,אריאל ,72 ,שומרון
3871 ,מגרון ,MIGRON ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין
1202 ,מכמנים ,MIKHMANNIM ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב
382 ,מכמורת ,MIKHMORET ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר
22 ,מקווה ישראל ,MIQWE YISRA'EL ,53 ,חולון ,53 ,חולון ,0 ,
378 ,משגב עם ,MISGAV AM ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון
765 ,משגב דב ,MISGAV DOV ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות
670 ,משמר איילון ,MISHMAR AYYALON ,43 ,רמלה ,43 ,רמלה ,30 ,גזר
563 ,משמר דוד ,MISHMAR DAWID ,43 ,רמלה ,43 ,רמלה ,30 ,גזר
130 ,משמר העמק ,MISHMAR HAEMEQ ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו
395 ,משמר הנגב ,MISHMAR HANEGEV ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון
194 ,משמר השרון ,MISHMAR HASHARON ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר
729 ,משמר השבעה ,MISHMAR HASHIV'A ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן
732 ,משמר הירדן ,MISHMAR HAYARDEN ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון
3865 ,משמר יהודה ,MISHMAR YEHUDA ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון
213 ,משמרות ,MISHMAROT ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה
425 ,משמרת ,MISHMERET ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון
1370 ,מצפה אילן ,MITSPE ILAN ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה
3899 ,מצפה זיף ,MITSPE ZIF ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון
829 ,מבטחים ,MIVTAHIM ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול
58 ,מצפה ,MIZPA ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון
1222 ,מצפה אבי"ב ,MIZPE AVIV ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב
1190 ,מצפה נטופה ,MIZPE NETOFA ,23 ,עפולה ,23 ,עפולה ,3 ,הגליל התחתון
99 ,מצפה רמון ,MIZPE RAMON ,62 ,באר שבע ,62 ,באר שבע ,0 ,
